0 0 0 
0 0 0 
0 0 0 
0 0 0 
0 0 0 
0 1e-06 0 
0 0 1e-06 
0 0 0 
9.99999e-07 1e-06 0 
0 0 1e-06 
1e-06 1e-06 0 
0 0 1e-06 
1e-06 1e-06 0 
1e-06 0 1e-06 
1e-06 9.99999e-07 9.99999e-07 
1e-06 9.99999e-07 1e-06 
1e-06 1e-06 0 
1e-06 9.99999e-07 1e-06 
1e-06 1e-06 1e-06 
1e-06 0 1e-06 
1e-06 2e-06 1e-06 
1e-06 9.99999e-07 9.99999e-07 
2e-06 1e-06 1e-06 
2e-06 9.99999e-07 1e-06 
1e-06 2e-06 9.99999e-07 
1e-06 2e-06 1e-06 
1e-06 2e-06 2e-06 
2e-06 1e-06 2e-06 
2e-06 9.99999e-07 2e-06 
2e-06 2e-06 2e-06 
2e-06 2e-06 9.99999e-07 
3e-06 2e-06 9.99999e-07 
2e-06 3e-06 2e-06 
3e-06 3e-06 1e-06 
4e-06 2e-06 1e-06 
3e-06 3e-06 2e-06 
3e-06 2e-06 2e-06 
3e-06 2e-06 2e-06 
3e-06 3e-06 2e-06 
4e-06 4e-06 2e-06 
5e-06 4e-06 3e-06 
4e-06 4e-06 3e-06 
7e-06 7e-06 4e-06 
5e-06 4e-06 2e-06 
6e-06 6e-06 3e-06 
6e-06 5e-06 3e-06 
5e-06 4e-06 4e-06 
6e-06 5e-06 3e-06 
6e-06 6e-06 4e-06 
6e-06 5e-06 3e-06 
7e-06 6e-06 4e-06 
6e-06 5e-06 4e-06 
6e-06 4e-06 4e-06 
7e-06 7e-06 4e-06 
7e-06 7e-06 5e-06 
7e-06 6e-06 4e-06 
3.4e-05 8e-06 4e-06 
9e-06 8e-06 4e-06 
9e-06 8e-06 4.4e-05 
9e-06 7e-06 5e-06 
1e-05 9e-06 5e-06 
9e-06 7e-06 5e-06 
9e-06 8e-06 5e-06 
1e-05 9e-06 5e-06 
1e-05 8e-06 6e-06 
1.2e-05 9e-06 6e-06 
1e-05 8e-06 6e-06 
1e-05 8e-06 6e-06 
1.1e-05 9e-06 6e-06 
1.2e-05 8e-06 7e-06 
1.3e-05 1.2e-05 6e-06 
1.2e-05 1.1e-05 7e-06 
